white_rating,black_rating,winner,termination_reason,opening_name,opening_eco,opening_play_turns,turns
1714,1709,black,resign,queen's gambit refused: marshall defense,d06,4,32
1800,1714,black,resign,sicilian defense: closed variation,b23,3,20
1714,1800,black,resign,english opening: king's english variation | reversed closed sicilian,a25,4,28
1800,1714,black,mate,sicilian defense,b50,4,52
1651,1737,white,resign,sicilian defense: bowdler attack,b20,3,61
1737,1647,white,resign,nimzo-indian defense: classical variation | berlin variation,e38,8,17
1647,1737,black,resign,sicilian defense: alapin variation,b22,3,62
1737,1647,white,resign,queen's indian defense: kasparov variation,e12,7,31
1737,1631,black,resign,english opening: king's english variation | two knights variation | smyslov system,a22,6,32
1868,1737,white,resign,sicilian defense: chekhover variation,b53,7,29
1549,1419,white,resign,sicilian defense: modern variations | anti-qxd4 move order,b50,6,85
1772,1554,white,resign,zukertort opening: black mustang defense,a04,2,15
1559,1767,black,mate,italian game: anti-fried liver defense,c55,6,40
1664,1568,white,resign,sicilian defense,b50,4,59
1578,1603,black,resign,sicilian defense: kan variation | knight variation,b43,9,36
1835,1582,white,mate,sicilian defense: morphy gambit | andreaschek gambit,b21,7,25
1593,1608,black,resign,sicilian defense: paulsen variation,b46,10,72
1620,1581,black,resign,queen's pawn game: krause variation,d02,4,64
1567,1632,white,resign,caro-kann defense,b10,2,85
1646,1553,black,resign,sicilian defense: bowdler attack,b20,3,48
1538,1660,white,resign,sicilian defense: french variation | open,b40,6,89
1859,1541,white,resign,sicilian defense,b50,4,51
1370,1558,white,resign,sicilian defense: bowdler attack,b20,3,37
1565,1712,black,mate,scandinavian defense: mieses-kotroc variation,b01,4,56
1571,1725,black,resign,sicilian defense: french variation | open,b40,6,39
1748,1571,white,resign,sicilian defense: dragon variation,b70,10,59
1575,1844,black,mate,alekhine defense: scandinavian variation,b02,4,122
1840,1580,white,resign,budapest defense,a52,6,82
1698,1564,black,resign,sicilian defense: chekhover variation,b53,7,44
1557,1443,white,mate,french defense: rubinstein variation | blackburne defense,c10,8,41
1452,1549,black,mate,zukertort opening: black mustang defense,a04,2,18
1666,1556,white,resign,scandinavian defense: modern variation #2,b01,4,113
1575,1567,white,resign,sicilian defense: dragon | classical attack,b72,13,59
1701,1575,white,resign,sicilian defense: bowdler attack,b20,3,37
1570,1321,white,resign,french defense: paulsen variation,c10,5,101
1556,1676,white,outoftime,italian game: anti-fried liver defense,c55,6,81
1597,1543,black,resign,scotch game,c45,7,70
1529,1610,white,mate,italian game,c50,5,15
1623,1538,white,resign,indian game: budapest defense,a51,4,71
1752,1543,white,resign,richter-veresov attack,d01,5,32
1549,1720,black,resign,philidor defense #2,c41,4,44
1557,1675,black,resign,french defense: marshall variation,c10,6,39
1663,1565,white,resign,sicilian defense: bowdler attack,b20,3,63
1644,1574,white,mate,sicilian defense: bowdler attack,b20,3,59
1573,1599,draw,draw,owen defense,b00,2,87
1611,1560,black,mate,budapest defense: adler variation,a52,7,16
1548,1549,black,resign,indian game: budapest defense,a51,4,52
1555,1730,black,resign,sicilian defense: paulsen variation,b46,10,55
1559,1839,black,resign,van't kruijs opening,a00,1,26
1570,1578,black,mate,sicilian defense: paulsen-basman defense,b40,8,36
1640,1556,black,resign,scandinavian defense: modern variation #2,b01,4,50
1600,1542,black,resign,scandinavian defense: modern variation #2,b01,4,26
1728,1549,white,mate,scandinavian defense: modern variation #2,b01,4,17
1643,1558,white,resign,indian game: east indian defense,e00,4,42
1822,1562,white,resign,indian game,a45,2,119
1569,1710,black,resign,zukertort opening: tennison gambit,a06,3,64
1579,1557,black,outoftime,sicilian defense: dragon | 6.be3,b72,11,94
1706,1540,black,resign,scandinavian defense: modern variation #2,b01,4,46
1543,1858,black,resign,king's pawn game: busch-gass gambit,c40,4,24
1805,1548,white,resign,sicilian defense,b50,4,101
1500,1769,black,mate,king's pawn game: leonardis variation,c20,3,88
1413,1500,black,outoftime,sicilian defense: modern variations | tartakower,b53,7,78
1500,1500,white,resign,king's knight opening: normal variation,c44,4,31
1500,1784,white,resign,french defense #2,c00,2,2
1706,1500,white,resign,queen's gambit refused: chigorin defense | janowski variation,d07,7,72
1347,1500,black,mate,english opening: king's english variation | three knights system,a27,5,70
1644,1810,black,resign,sicilian defense: closed variation | traditional,b25,4,30
939,963,white,mate,alekhine defense: mokele mbembe,b02,4,87
1458,939,white,resign,reti opening,a06,2,66
1449,940,white,resign,bishop's opening: berlin defense,c24,4,59
949,1064,black,resign,english opening: anglo-indian defense | king's indian formation,a15,4,80
961,974,black,mate,kadas opening,a00,1,66
963,975,white,resign,king's pawn game: wayward queen attack,c20,3,89
1046,986,white,outoftime,vienna game,c27,3,5
1500,1482,black,mate,polish opening,a00,1,52
1306,1275,white,resign,caro-kann defense,b10,2,46
1259,1319,white,mate,petrov's defense,c42,4,35
1272,1169,black,outoftime,caro-kann defense,b10,2,40
1278,1500,black,resign,borg defense,b00,2,8
1265,1500,white,resign,nimzowitsch defense: williams variation,b00,4,53
1265,1500,black,resign,philidor defense #2,c41,4,120
1265,1500,black,resign,elephant gambit,c40,4,73
1264,1268,draw,draw,king's pawn game: mcconnell defense,c40,4,22
1278,1280,black,outoftime,alekhine defense: scandinavian variation,b02,4,66
1282,1293,white,resign,caro-kann defense: two knights attack,b10,5,85
1500,1279,black,mate,caro-kann defense: hillbilly attack,b00,3,30
1271,1096,white,mate,ruy lopez: exchange variation,c68,7,49
964,1267,black,resign,caro-kann defense: hillbilly attack,b00,3,70
1270,1179,draw,draw,zukertort opening: tennison gambit,a06,3,19
1277,1490,black,mate,sicilian defense: nimzowitsch variation | advance variation,b29,5,80
1370,1422,white,resign,king's pawn game: damiano defense,c40,4,5
1370,1176,white,resign,sicilian defense: snyder variation,b20,3,41
1366,1402,white,mate,owen defense,b00,2,53
1442,1310,black,mate,sodium attack,a00,1,30
1495,1283,black,resign,french defense: knight variation,c00,3,153
1387,1507,draw,draw,alekhine defense: normal variation,b02,4,86
1264,1507,black,resign,pirc defense #4,b07,2,2
1554,1546,white,resign,horwitz defense,a40,2,81
1586,1632,black,mate,king's pawn game: napoleon attack,c20,3,56
2103,2198,black,resign,reti opening,a06,2,42
2188,2173,white,resign,horwitz defense,a40,2,35
2066,2180,black,outoftime,grob opening: grob gambit | fritz gambit,a00,5,132
2180,2186,draw,draw,indian game: spielmann-indian,a46,4,42
2190,2234,black,mate,queen's pawn game: london system,d02,5,178
2201,2173,black,mate,doery defense,a46,4,130
2104,2215,white,mate,benko gambit accepted | fianchetto variation,a58,17,91
2226,2219,black,outoftime,queen's pawn game: london system,d02,5,56
2330,2234,white,mate,queen's pawn game: torre attack | gruenfeld variation | main line,d03,10,61
2121,2234,white,mate,sicilian defense: dragon variation | classical variation | normal line,b74,17,67
2218,1953,white,resign,queen's pawn game: london system,d02,5,79
2151,2209,black,mate,sicilian defense: delayed alapin,b50,5,190
2221,2209,black,resign,queen's pawn game: london system,d02,5,116
2194,2232,white,mate,sicilian defense: dragon variation | classical variation #2,b72,11,79
2221,2222,white,mate,horwitz defense,a40,2,35
2230,1666,white,resign,pirc defense: classical variation,b08,8,59
2276,2230,white,mate,indian game: spielmann-indian,a46,4,83
2230,2201,black,mate,queen's pawn game: london system,d02,5,74
2226,1977,white,resign,queen's pawn game: london system,d02,5,65
2218,2133,white,outoftime,horwitz defense,a40,2,67
2225,2207,black,mate,sicilian defense: delayed alapin,b50,5,114
2199,2112,white,resign,queen's pawn game: london system,d02,5,51
2199,2179,draw,draw,queen's pawn game: london system,d02,5,100
2179,2189,black,outoftime,benoni defense,a56,4,76
1502,1530,black,mate,ruy lopez,c60,5,132
1368,1496,black,resign,queen's pawn game: chigorin variation,d01,4,29
1488,1437,white,outoftime,french defense: knight variation,c00,3,115
1470,1499,white,mate,philidor defense,c41,5,109
1513,1384,black,mate,philidor defense,c41,5,86
1514,1523,white,mate,king's gambit accepted | schallopp defense,c34,6,57
1534,1528,black,mate,ruy lopez: cozio defense,c60,6,64
1523,1538,white,resign,sicilian defense: bowdler attack,b20,3,89
1550,1511,black,resign,philidor defense #2,c41,4,122
810,1218,black,outoftime,pirc defense,b07,4,20
1209,831,white,mate,queen's pawn game #2,d00,3,33
1210,2026,black,mate,queen's pawn game: levitsky attack,d00,3,38
1211,2025,black,mate,queen's pawn game: colle system | anti-colle,d04,6,96
1586,1236,white,mate,king's gambit declined | petrov's defense,c30,4,137
1255,1815,black,resign,horwitz defense,a40,2,44
1179,1610,white,resign,queen's pawn game: anti-torre,d02,4,81
1188,1716,black,mate,four knights game,c46,6,22
1718,1215,white,mate,king's pawn game: wayward queen attack,c20,3,11
1733,1226,white,mate,king's pawn game: wayward queen attack | kiddie countergambit,c20,4,17
1483,1275,white,mate,king's knight opening,c40,3,35
1378,1430,white,mate,scandinavian defense: gubinsky-melts defense,b01,6,43
1387,1621,black,resign,scotch game: modern defense,c45,10,14
1421,1278,black,resign,french defense: normal variation,c00,3,12
1391,1448,white,resign,philidor defense,c41,5,143
1461,1357,black,mate,ruy lopez: bird variation,c61,6,52
1476,1316,black,resign,ruy lopez: bird variation,c61,6,14
1180,1358,white,mate,scotch game,c45,7,13
1394,1358,black,resign,russian game: three knights game,c42,5,30
1638,1408,white,resign,three knights opening,c46,5,61
1439,1493,black,mate,scandinavian defense: mieses-kotroc variation,b01,4,52
1483,1478,white,resign,amazon attack: siberian attack,d00,5,15
1447,1581,white,resign,sicilian defense: bowdler attack,b20,3,44
1498,1677,white,mate,scotch game,c45,7,47
1561,1574,black,resign,pirc defense #5,b07,3,34
1500,1507,black,mate,queen's pawn game: stonewall attack,d00,5,42
1624,1504,black,resign,philidor defense #2,c41,4,86
1430,1492,white,mate,sicilian defense: bowdler attack,b20,3,33
1524,1269,black,resign,sicilian defense: snyder variation,b20,3,74
1500,1401,black,resign,caro-kann defense,b10,2,23
1500,1508,white,resign,english defense #2,a40,2,87
1508,1500,black,mate,blumenfeld countergambit #2,e10,6,32
1508,2016,black,resign,queen's pawn,a40,1,16
1508,1500,white,resign,king's pawn game: damiano defense,c40,4,59
1508,1727,black,resign,french defense: advance | steinitz variation,c02,7,24
1500,1508,white,mate,bishop's opening: berlin defense,c24,4,67
1508,1403,white,outoftime,horwitz defense,a40,2,93
1500,1581,black,mate,amazon attack,d00,3,104
1238,1500,black,mate,alekhine defense,b02,2,102
1500,1693,black,mate,english opening: king's english variation | reversed sicilian,a21,3,10
1693,1500,white,mate,queen's pawn game: mason attack,d00,3,37
1500,1693,black,resign,queen's pawn game: zukertort variation,d02,3,60
1622,1500,black,resign,king's pawn game: busch-gass gambit,c40,4,20
1160,1323,white,mate,barnes defense,b00,2,13
1418,1588,black,mate,clemenz opening,a00,1,6
1930,1500,white,mate,barnes defense,b00,2,43
1761,1579,black,outoftime,sicilian defense,b20,2,2
1745,1853,white,resign,scandinavian defense: main line,b01,6,79
1750,1733,black,mate,sicilian defense: modern variations | main line,b57,8,98
1733,1624,white,resign,sicilian defense: staunton-cochrane variation,b20,3,31
2108,1736,white,resign,queen's gambit declined: queen's knight variation,d31,5,101
2105,1738,white,resign,queen's gambit declined: 4.bg5 be7,d53,8,40
2101,1741,white,resign,tarrasch defense: two knights variation,d32,9,46
1852,1748,white,resign,nimzo-indian defense: classical variation,e32,7,24
1759,1500,black,mate,russian game: classical attack,c42,9,60
1749,1716,white,resign,italian game: classical variation #2,c53,7,51
1763,1661,black,mate,italian game: giuoco piano | greco's attack,c54,13,112
1809,1700,white,mate,sicilian defense,b20,2,77
1801,1686,black,resign,queen's gambit accepted: old variation,d20,5,42
1711,1713,white,resign,ruy lopez: exchange variation | lutikov variation,c68,8,65
1712,1751,draw,draw,french defense: exchange variation,c01,5,137
1764,1711,black,mate,queen's gambit accepted: old variation,d20,5,52
1737,1745,white,outoftime,ruy lopez: steinitz defense,c62,6,85
1734,1748,white,resign,sicilian defense: nyezhmetdinov-rossolimo attack,b30,5,35
1696,1725,black,outoftime,bishop's opening: berlin defense,c24,4,80
1712,1770,white,resign,queen's pawn game: torre attack,d03,5,105
1734,1701,black,resign,english opening: the whale,c20,3,90
1796,1709,white,outoftime,bird opening: dutch variation,a03,2,149
1720,1697,black,outoftime,italian game: classical variation #2,c53,7,96
1704,1852,black,resign,queen's pawn game: zukertort variation,d02,3,38
1718,1587,black,outoftime,queen's pawn game: chigorin variation,d02,4,84
1779,1727,white,resign,king's gambit accepted | king's knight gambit,c34,5,41
1737,1775,black,outoftime,sicilian defense: nyezhmetdinov-rossolimo attack | fianchetto variation,b31,6,62
1888,1744,white,outoftime,ruy lopez: steinitz defense,c62,6,53
1852,1761,white,mate,giuoco piano,c50,6,27
1772,1770,black,resign,sicilian defense: nyezhmetdinov-rossolimo attack,b30,5,78
1799,1782,white,resign,king's gambit accepted | macleod defense,c34,6,47
1820,1792,white,resign,russian game: urusov gambit,c42,5,33
1734,1805,white,resign,giuoco piano,c50,6,103
1696,1797,black,outoftime,ruy lopez: steinitz defense,c62,6,46
1695,1789,black,resign,queen's pawn game #2,d00,3,79
1780,1722,white,mate,wade defense,a41,4,73
1914,1780,white,resign,danish gambit accepted | copenhagen defense,c21,10,37
1786,1966,white,resign,scandinavian defense: modern variation #2,b01,4,23
1882,1806,white,resign,saragossa opening,a00,1,41
1792,1898,white,resign,zukertort opening: slav invitation,a04,2,29
1760,1782,black,resign,queen's pawn game: mason attack,d00,3,50
1818,1793,white,outoftime,zukertort opening: black mustang defense,a04,2,85
1785,2054,white,resign,french defense: exchange variation,c01,5,29
1215,1511,white,mate,french defense: queen's knight,c00,3,39
1687,1218,white,mate,queen's pawn game: zurich gambit,d00,3,39
1316,1237,white,mate,king's pawn game: wayward queen attack | kiddie countergambit,c20,4,35
1261,1279,black,mate,king's knight opening,c40,3,32
1228,1292,white,mate,king's pawn game: wayward queen attack,c20,3,21
1255,1151,white,outoftime,hungarian opening: indian defense,a00,2,13
1391,1161,white,resign,king's indian defense: normal variation,e70,7,79
1142,1066,white,resign,hungarian opening,a00,1,43
1162,1242,black,resign,hungarian opening,a00,1,40
1204,1187,white,resign,modern defense,b06,2,78
1229,1215,white,resign,modern defense,b06,2,29
1336,1190,black,resign,modern defense,a40,2,12
1150,1223,white,mate,hungarian opening,a00,1,47
1450,1150,white,resign,modern defense,a40,2,40
1425,1164,white,resign,robatsch (modern) defense,b06,4,85
1452,1108,black,resign,robatsch (modern) defense,b06,4,46
1255,1108,white,outoftime,hungarian opening: symmetrical variation,a00,2,65
1108,1255,draw,draw,hungarian opening: reversed alekhine,a00,3,17
1255,1108,draw,draw,king's indian attack: wahls defense,a05,10,73
1255,1108,white,outoftime,van't kruijs opening,a00,1,91
1108,1255,draw,draw,queen's pawn game #2,d00,3,88
1255,1108,black,resign,queen's gambit accepted: classical defense,d26,10,64
1142,1431,black,mate,french defense: mediterranean defense,c01,4,90
1107,1022,white,mate,indian game: paleface attack | blackmar-diemer gambit deferred,a45,5,57
1107,1352,black,outoftime,king's pawn game: leonardis variation,c20,3,32
1581,1513,white,mate,nimzo-larsen attack: english variation,a01,2,45
1505,1393,white,resign,english opening: symmetrical variation,a30,2,69
1493,1517,white,resign,sicilian defense: bowdler attack,b20,3,25
1494,1506,black,resign,english opening: symmetrical variation,a30,2,50
1497,1494,white,resign,english opening: agincourt defense,a13,2,75
1572,1484,black,resign,queen's pawn game: chigorin variation,d02,4,90
1492,1563,black,resign,english opening: carls-bremen system,a22,5,14
1511,1502,white,resign,sicilian defense: old sicilian,b30,4,37
1513,1527,black,resign,english opening: anglo-indian defense | hedgehog system,a17,4,52
1478,1503,black,mate,queen's pawn game: chigorin variation,d02,4,52
1513,1541,black,resign,english opening: anglo-dutch defense,a10,2,54
1322,1507,black,mate,sicilian defense: mcdonnell attack,b21,3,22
1504,1509,white,resign,sicilian defense: bowdler attack,b20,3,31
1502,1500,white,mate,english opening: king's english variation | reversed sicilian,a21,3,85
1491,1505,white,resign,english opening: anglo-scandinavian defense,a10,2,64
1512,1490,white,mate,sicilian defense: alapin variation,b22,3,9
1502,1469,black,resign,english opening: agincourt defense,a13,2,40
1497,1491,black,resign,sicilian defense: bowdler attack,b20,3,132
1430,1482,black,mate,sicilian defense: bowdler attack,b20,3,42
1465,1493,white,resign,sicilian defense: nyezhmetdinov-rossolimo attack | fianchetto variation,b31,6,50
1476,1432,white,resign,english opening: king's english variation,a20,2,37
1501,1486,white,resign,sicilian defense: bowdler attack,b20,3,117
1531,1473,black,outoftime,grob opening,a00,1,70
1483,1521,black,resign,english opening: symmetrical variation | fianchetto variation,a36,5,14
1491,1493,white,resign,sicilian defense: closed variation,b23,3,59
1480,1592,white,resign,english opening: king's english variation,a20,2,39
1479,1514,black,resign,english opening: agincourt defense,a13,2,26
1468,1468,black,resign,sicilian defense: accelerated dragon | exchange variation,b34,9,58
1479,1462,black,mate,english opening: king's english variation,a20,2,104
1624,1486,white,mate,sicilian defense: accelerated dragon | modern variation,b34,9,63
1476,1469,white,mate,english opening: king's english variation,a20,2,97
1467,1404,white,resign,english opening: anglo-scandinavian defense,a10,2,51
1479,1427,black,resign,english opening: king's english variation | two knights variation | reversed dragon,a22,6,63
1489,1478,white,resign,sicilian defense: bowdler attack,b20,3,33
1467,1468,white,resign,english opening: king's english variation | two knights variation | smyslov system,a22,6,79
1578,1475,white,resign,sicilian defense: accelerated dragon | modern variation,b34,9,33
1466,1395,white,resign,english opening: great snake variation,a10,2,11
1532,1475,white,resign,sicilian defense: old sicilian,b30,4,21
1462,1545,white,resign,english opening: anglo-scandinavian defense,a10,2,17
1536,1471,white,resign,sicilian defense: bowdler attack,b20,3,26
1457,1550,white,mate,english opening: anglo-scandinavian defense,a10,2,29
1422,1469,white,resign,sicilian defense,b20,2,61
1481,1436,black,resign,english opening: king's english variation | reversed sicilian,a21,3,39
1477,1492,white,resign,benoni defense: benoni gambit accepted,a43,3,59
1500,1407,white,mate,carr defense,b00,2,27
1407,1500,black,mate,clemenz opening,a00,1,34
1500,1407,white,mate,carr defense,b00,2,17
1937,1407,white,resign,queen's pawn,a40,1,5
2141,1414,white,mate,rat defense: harmonist,b07,3,47
1500,1742,black,mate,mieses opening: reversed rat,a00,2,18
1342,1221,white,resign,italian game: giuoco pianissimo,c50,7,9
1254,1204,black,mate,four knights game: spanish variation | classical variation,c48,8,44
1184,1269,white,mate,four knights game: italian variation,c46,7,53
1203,1140,black,resign,philidor defense #2,c41,4,26
1329,1215,white,resign,king's pawn game: wayward queen attack,c20,3,7
1325,1227,white,resign,king's knight opening: normal variation,c44,4,4
1500,1227,white,resign,bird opening: dutch variation,a03,2,45
1233,1532,black,resign,king's knight opening,c40,3,17
1567,1238,white,resign,italian game: hungarian defense,c50,6,57
1681,1216,white,mate,queen's pawn game: london system,d02,5,85
1189,1373,white,mate,gunderam defense,c40,4,171
1162,1319,white,resign,king's pawn game: nimzowitsch defense,b00,3,28
1446,1133,black,mate,center game,c21,5,78
2404,1616,white,outoftime,king's pawn,b00,1,1
1616,1657,white,resign,owen defense,b00,2,91
1499,1449,black,resign,blackmar-diemer gambit: gedult gambit,d00,5,70
1405,1365,black,resign,portuguese opening,c20,3,48
1302,1351,white,resign,sicilian defense: amazon attack,b20,3,7
989,1658,black,resign,scotch game: classical variation,c45,8,30
989,1658,black,mate,king's pawn game: wayward queen attack,c20,3,52
1610,989,black,resign,englund gambit,a40,2,2
989,1610,white,resign,scandinavian defense,b01,2,3
1538,991,white,resign,king's knight opening,c40,3,3
1003,1246,black,resign,king's pawn game: wayward queen attack,c20,3,20
958,1274,white,mate,king's pawn game: wayward queen attack,c20,3,7
1500,963,white,mate,van't kruijs opening,a00,1,41
963,1500,black,resign,pirc defense #5,b07,3,36
978,1179,black,mate,pirc defense: classical variation,b08,8,62
1172,996,white,mate,queen's pawn game: mason attack,d00,3,71
1032,1011,black,mate,polish opening,a00,1,44
1142,1061,white,mate,van't kruijs opening,a00,1,33
1424,1061,white,mate,borg defense: borg gambit,b00,4,29
1691,1451,draw,draw,sicilian defense: mcdonnell attack,b21,3,64
1471,1461,white,mate,sicilian defense: bowdler attack,b20,3,89
1440,1451,black,resign,sicilian defense: bowdler attack,b20,3,57
1450,1468,draw,draw,french defense: normal variation,c00,3,113
1455,1679,black,mate,philidor defense: exchange variation,c41,8,34
1454,1489,draw,draw,three knights opening,c46,5,99
1508,1440,black,resign,sicilian defense: smith-morra gambit #2,b21,3,32
1425,1576,white,resign,french defense: exchange variation,c01,5,33
1580,1420,draw,draw,queen's pawn game: chigorin variation,d02,4,103
1418,1480,draw,draw,owen defense,b00,2,111
1545,1402,black,resign,english opening: king's english variation,a20,2,18
1392,1332,white,resign,sicilian defense: najdorf variation,b94,11,67
1382,1388,white,mate,four knights game: scotch variation accepted,c47,8,81
1347,1395,white,mate,sicilian defense: closed variation,b23,3,57
1395,1367,white,mate,scotch game,c44,5,99
1418,1472,black,mate,nimzowitsch defense: williams variation,b00,4,102
1423,1645,black,resign,sicilian defense: mcdonnell attack,b21,3,40
1500,1423,white,resign,queen's pawn,a40,1,38
1457,1418,black,resign,sicilian defense: canal attack | main line,b52,6,20
1421,1754,black,mate,scotch game,c45,7,112
1464,1432,white,resign,king's pawn game: wayward queen attack | kiddie countergambit,c20,4,91
1363,1447,white,mate,queen's pawn,a40,1,37
1653,1453,white,mate,queen's pawn,a40,1,115
1710,1460,white,mate,slav defense #2,d10,5,47
1465,1706,black,mate,russian game: paulsen attack,c42,7,46
1701,1470,white,resign,queen's gambit refused: baltic defense,d02,4,31
1554,1479,white,resign,queen's pawn,a40,1,53
1488,1591,black,mate,four knights game: spanish variation | classical variation,c48,8,20
1579,1497,white,mate,caro-kann defense: two knights attack | mindeno variation,b11,6,167
1482,1537,white,resign,sicilian defense,b20,2,63
1528,1468,black,mate,caro-kann defense: advance variation | short variation,b12,7,70
1467,1501,draw,draw,philidor defense #2,c41,4,77
1559,1472,draw,draw,slav defense: modern line,d11,5,41
1549,1456,black,resign,english opening: caro-kann defensive system,a11,2,112
1436,1434,black,mate,queen's pawn,a40,1,68
1858,1436,white,resign,caro-kann defense: two knights attack | mindeno variation | exchange line,b11,8,59
1431,1585,draw,draw,scotch game: schmidt variation,c45,8,96
1443,1471,black,mate,scotch game,c44,5,80
1661,1132,white,mate,king's pawn game: mcconnell defense,c40,4,67
1073,1135,black,mate,van't kruijs opening,a00,1,36
1551,1142,white,mate,king's pawn game: wayward queen attack,c20,3,91
1155,1483,black,mate,russian game: urusov gambit,c42,5,16
1780,1157,white,resign,russian game: three knights game,c42,5,24
1157,2312,black,resign,sicilian defense: bowdler attack,b20,3,8
1164,1616,black,resign,bishop's opening,c23,3,18
1563,1173,white,mate,kangaroo defense,e00,4,103
1805,1176,white,resign,horwitz defense,a40,2,10
1209,1320,black,mate,bishop's opening,c23,3,76
1215,1703,black,mate,bishop's opening: boi variation,c20,4,106
1515,1127,black,mate,kangaroo defense,e00,4,26
1002,1534,white,mate,bishop's opening,c23,3,13
1009,1513,black,resign,alekhine defense: maroczy variation,b02,3,54
1511,1017,white,mate,french defense: knight variation,c00,3,67
1027,1509,black,resign,alekhine defense: maroczy variation,b02,3,12
1264,1064,white,resign,french defense: knight variation,c00,3,57
1072,1625,black,mate,mieses opening,a00,1,60
1073,1939,black,mate,king's pawn game: leonardis variation,c20,3,16
1793,1076,white,resign,french defense: exchange variation,c01,5,39
1374,1115,white,outoftime,french defense,c00,4,9
1539,1136,white,resign,french defense: advance variation #3,c02,5,38
1149,1677,black,resign,mieses opening,a00,1,34
1535,1182,white,outoftime,french defense: steinitz attack,c00,3,41
1500,1182,black,resign,french defense #2,c00,2,26
856,1541,white,mate,mieses opening,a00,1,57
1435,2042,black,outoftime,queen's pawn game: colle system,d04,5,52
1828,1500,white,mate,philidor defense: exchange variation #2,c41,7,31
1353,1207,black,resign,modern defense: bishop attack,b06,5,12
1347,1013,white,mate,horwitz defense,a40,2,35
1334,1183,white,outoftime,queen's pawn,a40,1,73
1079,1325,black,mate,scandinavian defense,b01,2,86
1314,1099,white,resign,queen's pawn game: mason attack,d00,3,11
1052,1304,black,resign,queen's pawn game,d00,2,2
1100,1393,black,outoftime,richter-veresov attack,d01,5,10
1393,1100,white,resign,caro-kann defense: maroczy variation,b12,5,81
1100,1393,black,resign,benoni defense: benoni gambit accepted,a43,3,15
1027,1084,black,resign,scandinavian defense: mieses-kotroc variation,b01,4,12
1065,1073,white,resign,blackmar-diemer gambit: gedult gambit,d00,5,55
1085,1082,white,mate,amazon attack,d00,3,81
1104,1057,black,mate,caro-kann defense: maroczy variation,b12,5,50
1130,1019,black,outoftime,rat defense: small center defense,c00,4,46
1125,1153,white,resign,scandinavian defense,b01,2,21
1152,1159,white,resign,center game #2,c21,3,27
1112,1283,white,resign,scandinavian defense,b01,2,2
1141,1098,black,mate,king's pawn game: leonardis variation,c20,3,54
1080,1177,white,mate,scandinavian defense,b01,2,35
1152,1206,white,resign,mieses opening,a00,1,23
1145,1174,black,resign,scandinavian defense,b01,2,20
1205,1199,black,resign,alekhine defense: normal variation,b02,4,10
1216,1093,draw,draw,queen's pawn game: franco-sicilian defense,c00,4,12
1141,1175,black,resign,scandinavian defense,b01,2,4
1018,1142,black,mate,scandinavian defense,b01,2,44
1208,1140,black,outoftime,center game: normal variation,c22,6,22
1195,1123,black,mate,latvian gambit,c40,4,86
1221,1168,black,mate,blackmar-diemer gambit: gedult gambit,d00,5,50
1054,1384,black,mate,bishop's opening: khan gambit,c23,4,108
1703,1484,white,outoftime,french defense: exchange variation,c01,5,41
1455,1427,white,resign,french defense: advance variation #3,c02,5,16
1433,1306,white,resign,ruy lopez: open | 6.d4,c80,11,21
1469,1476,black,outoftime,scandinavian defense: modern variation #2,b01,4,30
1785,1481,white,resign,french defense: knight variation,c00,3,109
1315,1455,black,resign,french defense: advance variation #2,c02,7,54
1466,1815,black,resign,sicilian defense: najdorf variation,b90,10,96
1585,1448,draw,draw,french defense: queen's knight,c00,3,255
1907,1448,draw,draw,english opening: king's english variation | four knights variation | flexible line,a28,7,68
1291,1451,draw,draw,french defense: advance variation #2,c02,7,39
1278,1406,black,mate,french defense,c00,4,104
1515,1404,black,outoftime,french defense: advance variation #3,c02,5,54
1473,1221,white,mate,ruy lopez: closed variations,c84,10,75
1610,1599,white,outoftime,french defense: queen's knight,c00,3,67
1907,1599,black,outoftime,english opening: king's english variation | four knights variation | flexible line,a28,7,68
1299,1500,black,mate,french defense: advance variation #2,c02,7,88
1430,1500,black,mate,king's pawn game: nimzowitsch defense,b00,3,54
1576,1500,black,resign,nimzowitsch defense | declined variation,b00,3,56
1901,1500,white,mate,king's pawn game: napoleon attack,c20,3,39
1093,1119,white,mate,philidor defense #2,c41,4,121
1117,898,black,mate,philidor defense: nimzowitsch variation #2,c41,6,44
1169,1133,white,outoftime,nimzowitsch defense: kennedy variation | linksspringer variation,b00,5,27
1106,1273,white,mate,ruy lopez: cozio defense,c60,6,35
1251,1119,white,mate,ruy lopez: exchange variation | lutikov variation,c68,8,45
1128,1347,black,resign,philidor defense #2,c41,4,20
1146,1355,black,mate,scotch game,c44,5,78
1254,1116,black,mate,king's knight opening: normal variation,c44,4,56
1228,1133,white,mate,queen's pawn game: mason attack,d00,3,141
1705,1135,white,outoftime,italian game,c50,5,61
1158,1306,black,mate,king's pawn game: nimzowitsch defense,b00,3,64
1759,1163,white,mate,italian game,c50,5,19
1167,1627,black,mate,ruy lopez: bird variation,c61,6,26
2023,1168,white,mate,english opening: king's english variation,a20,2,51
1426,1178,white,outoftime,french defense: exchange variation,c01,5,115
1200,1252,black,mate,ruy lopez: closed variations | yates variation,c91,17,100
1427,1213,white,mate,ruy lopez: columbus variation,c68,7,75
1303,1175,black,mate,ruy lopez: closed variations,c84,10,64
1155,1424,draw,draw,french defense: classical variation,c11,6,14
